Code Article,Libelle Article,Code Descriptif Commercial,Libelle Descriptif Commecial,Ordre,Code Taches,Libelle Tache
Ea.P,Paramétres physico-chimique de l'eau potable,D00020,Analyse physico-chimique de l'eau potable,2,TD00020,Essais physico-chimiques eau potable
Ea.P,Paramétres physico-chimique de l'eau potable,D00021,Etablissement du rapport d'essai d'eau potable en trois exemplaires,3,TD00021,Rapport d'essai eau potable
Etc-1,Contrôle du complexe d'étanchéité,D00022,Prélevement du complexe d'étanchéité,1,TD00022-1,P.E.R. Complexe d'étanchéité
Etc-2,Contrôle de l'étanchéité réalisée ,D00022,Prélevement du complexe d'étanchéité,1,TD00022-1,P.E.R. Complexe d'étanchéité
Etc-2,Contrôle de l'étanchéité réalisée ,D00023,Mesure du poids au m2 du complexe Etanchéité,2,TD00023,Poids au m2 Etanchéité
Etc-1,Contrôle du complexe d'étanchéité,D00023,Mesure du poids au m2 du complexe Etanchéité,2,TD00023,Poids au m2 Etanchéité
Etc-1,Contrôle du complexe d'étanchéité,D00024,Mesure de l'épaisseur du complexe Etanchéité,2,TD00024,Epaisseur du complexe Etanchéité
Etc-2,Contrôle de l'étanchéité réalisée ,D00024,Mesure de l'épaisseur du complexe Etanchéité,3,TD00024,Epaisseur du complexe Etanchéité
Etc-1,Contrôle du complexe d'étanchéité,D00025,Mesure de la masse volumique du complexe Etanchéité,4,TD00025,MV du complexe Etanchéité
Etc-2,Contrôle de l'étanchéité réalisée ,D00025,Mesure de la masse volumique du complexe Etanchéité,4,TD00025,MV du complexe Etanchéité
Etc-1,Contrôle du complexe d'étanchéité,D00026,Essai d’extraction du bitume (dosage) du complexe Etanchéité,5,TD00026,Extraction bitume
Etc-2,Contrôle de l'étanchéité réalisée ,D00026,Essai d’extraction du bitume (dosage) du complexe Etanchéité,5,TD00026,Extraction bitume
Etc-1,Contrôle du complexe d'étanchéité,D00027,Etablissement du rapport d'essai du complexe d'étanchéité en trois exemplaires,6,TD00027,Rapport d'essai complexe Etanchéité
Allu. minerg,Analyse minéralogique des profilés aluminium ,D00028,Prélevement de l'Alluminium,1,TD00028-1,P.E.R. Allu
Allu.colmg poro,Contrôle de colmatage et porosité de la menuiserie aluminium ,D00028,Prélevement de l'Alluminium,1,TD00028-1,P.E.R. Allu
Allu.ep,Contrôle de l’épaisseur pour la menuiserie aluminium ,D00028,Prélevement de l'Alluminium,1,TD00028-1,P.E.R. Allu
Allu. minerg,Analyse minéralogique des profilés aluminium ,D00029,Analyse minéralogique des profilés aluminium ,2,TD00029,Analyse minéralogique des profilés aluminium 
Allu. minerg,Analyse minéralogique des profilés aluminium ,D00030,Rapport d'essai minéralogie alluminium,3,TD00030,Rapport d'essai minéralogie alluminium
Adjvt,Paramétres physico-chimiques de l'adjuvant,D00031,Prélevement de l'Adjuvent,1,TD00031-1,P.E.R. Adjuvant
Adjvt,Paramétres physico-chimiques de l'adjuvant,D00032,Analyse physico-chimiques de l'adjuvant,2,TD00032,Analyse physico-chimiques de l'adjuvant
Adjvt,Paramétres physico-chimiques de l'adjuvant,D00033,Rapport d'essai chimiques sur adjuvant,3,TD00033,Rapport d'essai Adjuvant
Soud. assist,Assistance technique des travaux de soudage aux ateliers des fabricants,D00034,Assistance technique des travaux de soudage aux ateliers des fabricants,1,TD00034,Assistance technique des travaux de soudage aux ateliers des fabricants
Soud. assist,Assistance technique des travaux de soudage aux ateliers des fabricants,D00035,Rapport d'essai assistance soudage,2,TD00035,Rapport d'essai assistance soudage
Dg.site-V,Diagnostic sur site^,D00036,Amené et repli du materiel et du personel,1,TD00036,Amené et repli du materiel et du personnel
Dg.site,Diagnostic sur site ,D00036,Amené et repli du materiel et du personel,1,TD00036,Amené et repli du materiel et du personnel
RésTher,Mesure de résistivité thermique,D00036,Amené et repli du materiel et du personel,1,TD00036,Amené et repli du materiel et du personnel
RésElec,Mesure de résistivité électrique,D00036,Amené et repli du materiel et du personel,1,TD00036,Amené et repli du materiel et du personnel
Dynm,Auscultation dynamique du béton durci,D00037,Auscultation dynamique d’un échantillonnage du béton,2,TD00037,Pt Dynamique
Géor,Auscultation géoradar,D00039,Auscultation Radio-Géoradar par balayage de toute les parties de la surface,2,TD00039,A Géoradar
Sclero,Auscultation sclérométrique du béton durci ,D00040,Auscultation sclérométrique d’un échantillonnage du béton,2,TD00040,A Scléro
Dà25°,Mesure de densité relative à 25 °c,D00041,Prélevement d'un échantillon de bitume,1,T00007,P.E.R. Bitume
Bit,Essais sur bitumes,D00041,Prélevement d'un échantillon de bitume,1,T00007,P.E.R. Bitume
prt masse,Essai du pourcentage de perte de masse au chauffage à 163°C,D00041,Prélevement d'un échantillon de bitume,1,T00007,P.E.R. Bitume
pt ram.BA,Essai du point de ramollissement bille et anneau,D00041,Prélevement d'un échantillon de bitume,1,T00007,P.E.R. Bitume
Pt eclair,Essai de point d'éclair,D00041,Prélevement d'un échantillon de bitume,1,T00007,P.E.R. Bitume
Penétrab,Essai de pénétrabilité à 25 °C,D00041,Prélevement d'un échantillon de bitume,1,T00007,P.E.R. Bitume
µ paraf,Essai de la teneur en paraffine,D00041,Prélevement d'un échantillon de bitume,1,T00007,P.E.R. Bitume
Ductil,Essai de ductilité à 25°c,D00041,Prélevement d'un échantillon de bitume,1,T00007,P.E.R. Bitume
Bit,Essais sur bitumes,D00042,Essai du point de ramollissement bille et anneau,2,TD00042,Ramollissement BA
pt ram.BA,Essai du point de ramollissement bille et anneau,D00042,Essai du point de ramollissement bille et anneau,2,TD00042,Ramollissement BA
Bit,Essais sur bitumes,D00043,Essai de pénétrabilité à l’aiguille à 25 °C,3,TD00043,Pénétrabilité à l’aiguille 
Penétrab,Essai de pénétrabilité à 25 °C,D00043,Essai de pénétrabilité à l’aiguille à 25 °C,2,TD00043,Pénétrabilité à l’aiguille 
Bit,Essais sur bitumes,D00044,Détermination de l’effet de la chaleur et de l’air sur les produits bitumineux (Pénétrabilité résiduelle),4,TD00044,Pénétrabilité résiduelle
Bit,Essais sur bitumes,D00045,Mesure de l’élasticité des bitumes-Ductilité,5,TD00045,Ductilité Bitume
Ductil,Essai de ductilité à 25°c,D00045,Mesure de l’élasticité des bitumes-Ductilité,2,TD00045,Ductilité Bitume
Bit,Essais sur bitumes,D00046,Point d’éclair,6,T00043,Point d’éclair
Pt eclair,Essai de point d'éclair,D00046,Point d’éclair,2,T00043,Point d’éclair
Bit,Essais sur bitumes,D00047,Densité relative – la méthode du pycnomètre ,7,TD00047,Densité relative – la méthode du pycnomètre 
µ paraf,Essai de la teneur en paraffine,D00048,Teneur en paraffine,2,TD00048,Teneur en paraffine
Bit,Essais sur bitumes,D00048,Teneur en paraffine,8,TD00048,Teneur en paraffine
Bit,Essais sur bitumes,D00049,Solubilité,9,TD00049,Solubilité
Bit,Essais sur bitumes,D00050,Essai de perte de masse au chauffage à 163°C,10,TD00050,Perte de masse à la chaleur
prt masse,Essai du pourcentage de perte de masse au chauffage à 163°C,D00050,Essai de perte de masse au chauffage à 163°C,2,TD00050,Perte de masse à la chaleur
Bit,Essais sur bitumes,D00051,Retour élastique à 25°C et à 10°C,11,TD00051,Retour élastique à 25°C et à 10°C
Bit,Essais sur bitumes,D00052,Rapport d'essai Bitume,12,TD00052,Rapport d'essai Bitume
Sit,Essais in-situ^,D00053,Carottage des enrobés bitumineux y/c l’installation par point,1,TD00053,Carottage EB
EB.dst,Mesure de la densité de l'enrobé par carottage ,D00053,Carottage des enrobés bitumineux y/c l’installation par point,1,TD00053,Carottage EB
MH,Essais sur mélanges hydrocarbonés,D00053,Carottage des enrobés bitumineux y/c l’installation par point,1,TD00053,Carottage EB
EB.carott,Essai de carottage de l'enrobé bitumineux pour contrôle d'épaisseur de la couche,D00053,Carottage des enrobés bitumineux y/c l’installation par point,2,TD00053,Carottage EB
Carr.UPEC,Classement UPEC des carreaux,D00054,Prélevement des carreaux,1,TD00054-1,P.E.R. Carreaux
Carr,Essais sur carreaux,D00054,Prélevement des carreaux,1,TD00054-1,P.E.R. Carreaux
Carr.UPEC,Classement UPEC des carreaux,D00054,Prélevement des carreaux,1,TD00054-2,Saisi PV Carr
Carr,Essais sur carreaux,D00054,Prélevement des carreaux,1,TD00054-2,Saisi PV Carr
Carr.UPEC,Classement UPEC des carreaux,D00055,Classement UPEC des carreaux,2,TD00055,Classement UPEC des carreaux
Carr.UPEC,Classement UPEC des carreaux,D00056,Rapport d'essai UPEC carreaux,3,TD00056,Rapport d'essai UPEC carreaux
Gr.apl,Essai d'aplatissement des granulats,D00057,Prélevement de materiau pour essai d'aplatissement,1,TD00057-1,P.E.R. Gr pour AP
LabOA,Essais de laboratoire°,D00058,Essai de mesure du coefficient d’aplatissement,28,TD00058,AP
LabV,Essais de laboratoire^,D00058,Essai de mesure du coefficient d’aplatissement,25,TD00058,AP
IdGrEb,Identification des agregats pour enrobé,D00058,Essai de mesure du coefficient d’aplatissement,6,TD00058,AP
Gr.apl,Essai d'aplatissement des granulats,D00058,Essai de mesure du coefficient d’aplatissement,2,TD00058,AP
IdAgV,Identification des agregats pour béton^,D00058,Essai de mesure du coefficient d’aplatissement,7,TD00058,AP
IdAgB,Identification des agregats pour béton ,D00058,Essai de mesure du coefficient d’aplatissement,7,TD00058,AP
IdGrB,dentification gravette à béton (Vérification),D00058,Essai de mesure du coefficient d’aplatissement,5,TD00058,AP
Gr.apl,Essai d'aplatissement des granulats,D00059,Rapport d'essai d'aplatissement des granulats,3,TD00059,Rapport d'essai AP granulats
Allu.ep,Contrôle de l’épaisseur pour la menuiserie aluminium ,D00060,Mesure d’épaisseur pour la menuiserie aluminium ,2,TD00060,Epaisseur pour la menuiserie aluminium 
Allu.ep,Contrôle de l’épaisseur pour la menuiserie aluminium ,D00061,Rapport d'essai epaisseur alluminium,3,TD00061,Rapport d'essai epaisseur alluminium
Etc-3,Contrôle de l'étanchéité en tranchée avant remblaiement ,D00062,Contrôle d’étanchéité en tranchée avant remblaiement ,1,TD00062-1,Etanchéité en tranchée 
Etc-3,Contrôle de l'étanchéité en tranchée avant remblaiement ,D00062,Contrôle d’étanchéité en tranchée avant remblaiement ,1,TD00062-2,Rapport d'essai Etanchéité en tranchée
Bét.tr,Essai de traction d’un béton ,D00065,La confection de six éprouvettes cylindriques H32/16 ,3,T00017,Saisie PV CB
CB,Contrôle de béton,D00065,La confection de six éprouvettes cylindriques H32/16 ,3,T00017,Saisie PV CB
Bét.tr,Essai de traction d’un béton ,D00065,La confection de six éprouvettes cylindriques H32/16 ,3,T00016,Rec repli
CB,Contrôle de béton,D00065,La confection de six éprouvettes cylindriques H32/16 ,3,T00016,Rec repli
Bét.tr,Essai de traction d’un béton ,D00065,La confection de six éprouvettes cylindriques H32/16 ,3,T00015,Repli
CB,Contrôle de béton,D00065,La confection de six éprouvettes cylindriques H32/16 ,3,T00015,Repli
Bét.tr,Essai de traction d’un béton ,D00065,La confection de six éprouvettes cylindriques H32/16 ,3,TD00065-1,CB
CB,Contrôle de béton,D00065,La confection de six éprouvettes cylindriques H32/16 ,3,TD00065-1,CB
CB,Contrôle de béton,D00066,La confection de neuf éprouvettes cylindriques H32/16 ,4,T00017,Saisie PV CB
CB,Contrôle de béton,D00066,La confection de neuf éprouvettes cylindriques H32/16 ,4,TD00066-3,Repli 9Ep
CB,Contrôle de béton,D00066,La confection de neuf éprouvettes cylindriques H32/16 ,4,TD00066-1,CB 9Ep
CB,Contrôle de béton,D00066,La confection de neuf éprouvettes cylindriques H32/16 ,4,TD00066-4,Rec repli 9Ep
RcGOA,Reconnaissance géotechnique°,D00067,Mesure de la densité au densitomètre a membranee.,2,TD00067,CC.
RcGV,Reconnaissance géotechnique^,D00067,Mesure de la densité au densitomètre a membranee.,24,TD00067,CC.
RcG,Reconnaissance géotechnique,D00067,Mesure de la densité au densitomètre a membranee.,24,TD00067,CC.
Dg.site-V,Diagnostic sur site^,D00067,Mesure de la densité au densitomètre a membranee.,13,TD00067,CC.
Sit,Essais in-situ^,D00067,Mesure de la densité au densitomètre a membranee.,2,TD00067,CC.
Dg.site,Diagnostic sur site ,D00067,Mesure de la densité au densitomètre a membranee.,25,TD00067,CC.
Allu.colmg poro,Contrôle de colmatage et porosité de la menuiserie aluminium ,D00069,Contrôle de colmatage et porosité de la menuiserie aluminium ,2,TD00069,Colmatage et porosité de la menuiserie aluminium 
Allu.colmg poro,Contrôle de colmatage et porosité de la menuiserie aluminium ,D00070,Rapport d'essai colmatage et porosité aluminium ,3,TD00070,Rapport d'essai colmatage et porosité aluminium 
CC-V,Contrôle de compacité^,D00071,Mesure de la densité au densitomètre à membrane ,2,TD00071,CC
CC,Contrôle de compacité  ,D00071,Mesure de la densité au densitomètre à membrane ,2,TD00071,CC
RpExpB,Elaboration du rapport d'éxpertise ,D00072,Avis sur la durabilité des matériaux de construction,3,TD00072,Avis sur la durabilité des matériaux de construction
Elec-TG,Contrôle de conformité de T.G.B.T (Tableau Général Basse Tension)  et A.G.B.T (Armoire Générale Basse Tension),D00074,Contrôle de conformité de T.G.B.T  et A.G.B.T,1,TD00074,Contrôle de conformité de T.G.B.T  et A.G.B.T
Elec-TG,Contrôle de conformité de T.G.B.T (Tableau Général Basse Tension)  et A.G.B.T (Armoire Générale Basse Tension),D00075,Rapport TGBT et AGBT ,2,TD00075,Rapport TGBT et AGBT 
Etc-6,Contrôle de l'étanchéité à l'air et à l'eau in situ de la menuiserie,D00076,Contrôle de l’étanchéité à l’aire et à l’eau in situ de la menuiserie,1,TD00076,Etanchéité à l’aire et à l’eau in situ de la menuiserie
Etc-6,Contrôle de l'étanchéité à l'air et à l'eau in situ de la menuiserie,D00077,Rapport d'essai étanchéité air et eau,2,TD00077,Rapport d'essai ET air et eau
Bois/Allu-2,Contrôle de la conformité de mise en œuvre de la menuiserie,D00078,Contrôle de la conformité de mise en œuvre de la menuiserie,1,TD00078,Contrôle de la conformité de mise en œuvre de la menuiserie
Bois/Allu-2,Contrôle de la conformité de mise en œuvre de la menuiserie,D00079,Rapport d'essai conformité menuiserie,2,TD00079,Rapport d'essai conformité menuiserie
Peint/Galv.adher,Contrôle de la peinture ou la galvanisation par essai d'adhérence,D00080,Contrôle de la peinture ou la galvanisation par essai d'adhérence,1,TD00080,Contrôle de la peinture ou la galvanisation par essai d'adhérence
Peint/Galv.adher,Contrôle de la peinture ou la galvanisation par essai d'adhérence,D00081,Rapport d'essai Adherence peinture,2,TD00081,Rapport d'essai Adherence peinture
Rvt,Contröle de la qualité des travaux de revêtement et de montage,D00082,Contröle de la qualité des travaux de revêtement et de montage,1,TD00082,Contröle de la qualité des travaux de revêtement et de montage
Rvt,Contröle de la qualité des travaux de revêtement et de montage,D00083,Rapport d'essai de contrôle de qualité des travaux revêtement,2,TD00083,Rapport d'essai CQ revetemet
Soud,Contrôle de la qualité des travaux de soudage et de montage,D00084,Contrôle des travaux de soudage et de montage,1,TD00084,Contrôle des travaux de soudage et de montage
Soud,Contrôle de la qualité des travaux de soudage et de montage,D00085,Rapport d'essai de qualité soudure,2,TD00085,Rapport d'essai qté soudure
Bois/Allu-5,Contrôle de la qualité du bois de la menuiserie ,D00086,Prélevement d'un échantillon de bois,1,TD00086-1,P.E.R. Bois
Bois/Allu-5,Contrôle de la qualité du bois de la menuiserie ,D00087,Contrôle de la qualité du bois de la menuiserie ,2,TD00087,Contrôle de la qualité du bois de la menuiserie 
Bois/Allu-5,Contrôle de la qualité du bois de la menuiserie ,D00088,Rapport d'essai contrôle qualité menuiserie,3,TD00088,Rapport d'essai CQ menuiserie
Boul,Contrôle des boulons,D00089,Prélevement des boulons,1,TD00089-1,P.E.R. Boulons
Boul,Contrôle des boulons,D00090,Contrôle des boulons,2,TD00090,Contrôle des boulons
Boul,Contrôle des boulons,D00091,vérification de la conformité au CPS et identification de la classe de résistance des boulons et des élèments de fixation,3,TD00091,Vérification de la conformité au CPS et identification de la classe de résistance des boulons et des élèments de fixation
Boul,Contrôle des boulons,D00092,Analyse chimique boulon,4,TD00092,Analyse chimique boulon
ECND,Expertise non déstructive du méttal,D00093,Intervention d'ingénieur sénior,3,TD00093,Intervention d'ingénieur sénior
ECNDA,Expertise non déstructive des assemblages soudés,D00093,Intervention d'ingénieur sénior,3,TD00093,Intervention d'ingénieur sénior
Pol.Site,Etude de pollution du site,D00093,Intervention d'ingénieur sénior,3,TD00093,Intervention d'ingénieur sénior
Boul,Contrôle des boulons,D00094,essai de traction (longueur> 40 mm et diamètre> 16mm) par diamètre de boulon et par classe de résistance,6,TD00094,Traction (longueur> 40 mm et diamètre> 16mm) par diamètre de boulon et par classe de résistance
