CodeArticle,LibelleArticle,CodeDescriptifCommercial,LibelleDescriptifCommecial,Ordre
MH,Essais sur mélanges hydrocarbonés,D00252,Essai Marshall,6
MH,Essais sur mélanges hydrocarbonés,D00248,Essai Duriez sur mélanges hydrocarbonés à chaud,7
MH,Essais sur mélanges hydrocarbonés,D00249,Essai Duriez sur mélanges hydrocarbonés à froid,8
MH,Essais sur mélanges hydrocarbonés,D00446,Essai de compactabilité à la presse à cisaillement giratoire ,9
MH,Essais sur mélanges hydrocarbonés,D00447,Rapport d'essai sur mélanges hydrocarbonés,10
MS,Identification MS,D00437,Prélevement de materiau MS ,1
MS,Identification MS,D00175,Analyse granulométrique par tamisage,2
MS,Identification MS,D00433,Essai de Teneur CaCo3,3
MS,Identification MS,D00122,Détermination des limites d’Atterberg,3
MS,Identification MS,D00438,Rapport d'essai MS,6
MS,Identification MS,D00142,Essai de dureté Los Angeles,8
Magnéto,Contrôle de surface par magnétoscopie,D00101,Contrôle par magnétoscopie (ISO 17638),1
Magnéto,Contrôle de surface par magnétoscopie,D00221,Rapport d'essai magnéto,2
MeubCuis,Meubles de cuisine ,D00455,"Contrôle de conformité des cuisines (caissons y/c traverses, 2 portes façades, les accessoires, le plan de travail…) avec les prescriptions du CPS et les plans de détails, ainsi qu’avec les prototypes et les échantillons réalisés selon les normes en vigueur et le DTU , et ce au fur et à mesure de l’avancement des travaux. Cette conformité est à la fois dimensionnelle et qualitative et porte sur la qualité de la fabrication et de la mise en œuvre (assemblages, fixation,…) (6 éléments / essai) ",1
Moel,Essais sur élements de maçonnerie en moellon ,D00710,Prélevement des éléments de maconnerie en moellon,1
Moel,Essais sur élements de maçonnerie en moellon ,D00711,Essai de résistance à la compression des éléments de maconnerie en moellon,2
Moel,Essais sur élements de maçonnerie en moellon ,D00720,Mesures des caractéristiques dimensionnelle,3
Moel,Essais sur élements de maçonnerie en moellon ,D00712,Essai d'absorption d'eau par capilarité sur des éléments de maconnerie en moellon,4
Moel,Essais sur élements de maçonnerie en moellon ,D00713,Rapport d'essai des éléments de maconnerie en moellon,5
Mort,Essais sur mortier ,D00279,Prélevement de mortier,1
Mort,Essais sur mortier ,D00126,Essai accéléré à l’autoclave sur mortier,2
Mort,Essais sur mortier ,D00280,Essai de résistance à la compression de mortier,3
Mort,Essais sur mortier ,D00245,Essai de résistance à la traction par flexion du mortier,4
Mort,Essais sur mortier ,D00281,Mesure de la masse volumique apparente sèche du mortier durci ,5
Mort,Essais sur mortier ,D00282,Rapport d'essai Mortier,6
Mrshl,Essai Marshall,D00251,Prélevement de materiau pour essai Marshall,1
Mrshl,Essai Marshall,D00252,Essai Marshall,2
Mrshl,Essai Marshall,D00253,Rapport d'essai Marshall,3
NG,Note géotechnique,D00527,Intervention d'ingénieur géotechnicien ,1
NG,Note géotechnique,D00567,Intervention de Technicien de reconnaissance,1
NG,Note géotechnique,D00528,Levé précis des coupes lithologiques avec mention de toutes les observations utiles y/c reportage photographique ,3
NG,Note géotechnique,D00640,Etablissement de la note géotechnique en trois exemplairs y/c la détermination des paramétres géotechniques du site selon les les exigences de RPS 2011 (rapport édité en trois exemplaires),4
NGV,Note géotechnique^,D00527,Intervention d'ingénieur géotechnicien ,1
NGV,Note géotechnique^,D00567,Intervention de Technicien de reconnaissance,1
NGV,Note géotechnique^,D00528,Levé précis des coupes lithologiques avec mention de toutes les observations utiles y/c reportage photographique ,3
NGV,Note géotechnique^,D00640,Etablissement de la note géotechnique en trois exemplairs y/c la détermination des paramétres géotechniques du site selon les les exigences de RPS 2011 (rapport édité en trois exemplaires),4
OT,Divers Articles tanger,DOT,Rapport essai,1
PVC,Essais sur conduites en PVC  ,D00276,Prélevement de PVC,1
PVC,Essais sur conduites en PVC  ,D00277,Essai sur les conduites PVC  ,2
PVC,Essais sur conduites en PVC  ,D00278,Rapport d'essai PVC,3
Pav,Essais sur pavés,D00400,Prélevement des pavés,1
Pav,Essais sur pavés,D00328,Essai d'absorption d'eau par capilarité sur pavés,2
Pav,Essais sur pavés,D00724,Mesure des caractériIstiques dimensionnelle,3
Pav,Essais sur pavés,D00402,Essai de résidtance par fendage sur pavés en béton,4
Pav,Essais sur pavés,D00403,Rapport d'essai Pavés,5
Peint-arr,Essai de l'arrachement de la peinture ,D00063,Déplacement de technicien pour contrôle,1
Peint-arr,Essai de l'arrachement de la peinture ,D00205,Contrôle d'adhérence par arrachement sur peinture appliqué,2
Peint-arr,Essai de l'arrachement de la peinture ,D00206,Rapport d'essai Arrachement peinture,3
Peint-dsg,Essai de contrôle de dosage de peinture et billes de verre,D00192,Essai de contrôle de dosage de peinture et billes de verre,1
Peint-id,Essai d'identification de peinture,D00235,Détermination de la teinte de la peinture,1
Peint-id,Essai d'identification de peinture,D00236,Détermination de l'aspect de la peinture,2
Peint-id,Essai d'identification de peinture,D00237,Couleur,3
Peint-id,Essai d'identification de peinture,D00238,Mesure de la masse volumique des particules solides : méthode du pycnomètre à eau,4
Peint-id,Essai d'identification de peinture,D00239,Détermination de la viscosité,5
Peint-id,Essai d'identification de peinture,D00240,Test de Composés organiques volatils (COV),6
Peint-id,Essai d'identification de peinture,D00241,Extrait sec,7
Peint-id,Essai d'identification de peinture,D00242,Rapport d'essai ID Peinture,8
Peint.ep,Contrôle de l'épaisseur de la peinture  ,D00453,Mesure de l'épaisseur de la peinture  ,1
Peint.ep,Contrôle de l'épaisseur de la peinture  ,D00454,Rapport d'essai EP Peinture,2
Peint/Galv-2,Contrôle visuel de la peinture ou la galvanisation et mesure d'épaisseur,D00108,Contrôle visuel de la peinture ou la galvanisation et mesure d'épaisseur,1
Peint/Galv-2,Contrôle visuel de la peinture ou la galvanisation et mesure d'épaisseur,D00109,Rapport d'essai EP galvanisation,2
Peint/Galv.adher,Contrôle de la peinture ou la galvanisation par essai d'adhérence,D00080,Contrôle de la peinture ou la galvanisation par essai d'adhérence,1
Peint/Galv.adher,Contrôle de la peinture ou la galvanisation par essai d'adhérence,D00081,Rapport d'essai Adherence peinture,2
Penétrab,Essai de pénétrabilité à 25 °C,D00041,Prélevement d'un échantillon de bitume,1
Penétrab,Essai de pénétrabilité à 25 °C,D00043,Essai de pénétrabilité à l’aiguille à 25 °C,2
Penétrab,Essai de pénétrabilité à 25 °C,D00210,Rapport d'essai pénétrabilité,3
Pol.Site,Etude de pollution du site,D00595,Collecte des données environnementales du site,2
Pol.Site,Etude de pollution du site,D00093,Intervention d'ingénieur sénior,3
Pol.Site,Etude de pollution du site,D00230,Réception des sondages par un technicien spécialisé,3
Pol.Site,Etude de pollution du site,D00634,Mesure de la résistivité électrique du sol par la methode de Shlumberger,4
Pol.Site,Etude de pollution du site,D00379,Levé et échantillonage,5
Pol.Site,Etude de pollution du site,D00561,Analyse physico-chimique des sols et déchets ,6
Pol.Site,Etude de pollution du site,D00547,Etablissement du rapport et évalutaion du degrés de contamination des sites et solutions de refection en trois exemplaires,7
Pr,Essai proctor,D00257,Prélevement de matériau pour essai Proctor,1
Pr,Essai proctor,D00258,Essais Proctor Normal ou Modifié,2
Pr,Essai proctor,D00260,Rapport d'essai Proctor,4
Pr-OA,Essai Proctor standard ou modifié,D00257,Prélevement de matériau pour essai Proctor,1
Pr-OA,Essai Proctor standard ou modifié,D00258,Essais Proctor Normal ou Modifié,2
Pr-OA,Essai Proctor standard ou modifié,D00260,Rapport d'essai Proctor,4
Pr-RB,Proctor RB,DV0001,Descriptif 1,1
Pr-RB,Proctor RB,DV0002,Descriptif 2,2
Pr-RB,Proctor RB,DV0003,Descriptif 3,3
Pr-V,Essai proctor^,D00257,Prélevement de matériau pour essai Proctor,1
Pr-V,Essai proctor^,D00258,Essais Proctor Normal ou Modifié,2
Pr-V,Essai proctor^,D00260,Rapport d'essai Proctor,4
Pt eclair,Essai de point d'éclair,D00041,Prélevement d'un échantillon de bitume,1
Pt eclair,Essai de point d'éclair,D00046,Point d’éclair,2
Pt eclair,Essai de point d'éclair,D00211,Rapport d'essai point d'éclair,3
Ptr.L,Essais sur Poutrelle,D00404,Prélevement des poutrelles,1
Ptr.L,Essais sur Poutrelle,D00600,Essai de résistance à la traction par flexion sur poutrelle,2
Ptr.L,Essais sur Poutrelle,D00725,Mesure des caraactéristiques dimensionnelle^,3
Ptr.L,Essais sur Poutrelle,D00405,Rapport d'essai Poutrelle,4
Ptr.U,Assistance à l'usine pour essais sur Poutrelle,D00406,Assitance à l'usine pour écrasement des poutrelles,1
RFF,Réception des fonds de fouilles,D00511,Réception des fonds de fouilles sanctionnée par l’établissement d’un rapport de conformité des sols rencontrés avec les conclusions du rapport d’étude géotechnique,3
RFF EG,Réceptiion des fonds de fouilles EG,D00506,Réception des fonds de fouilles par un ingénieur spécialisé,1
RFF EG,Réceptiion des fonds de fouilles EG,D00512,Rapport de reception des fonds de fouilles,2
RFF.,Réceptiion des fonds de fouilles.,D00506,Réception des fonds de fouilles par un ingénieur spécialisé,1
RFF.,Réceptiion des fonds de fouilles.,D00512,Rapport de reception des fonds de fouilles,2
Radiog,Contrôle par radiographie,D00106,Contrôle par radiographie,1
Radiog,Contrôle par radiographie,D00107,Rapport d'essai radio,2
RcG,Reconnaissance géotechnique,D00115,Amene et repli du matériel et de l'équipe de sondage,1
RcG,Reconnaissance géotechnique,D00565,Installation par sondage carotté,2
RcG,Reconnaissance géotechnique,D00566,Implantation et suivi des travaux de reconnaissance,3
RcG,Reconnaissance géotechnique,D00567,Intervention de Technicien de reconnaissance,4
RcG,Reconnaissance géotechnique,D00527,Intervention d'ingénieur géotechnicien ,5
RcG,Reconnaissance géotechnique,D00568,Réalisation des sondages carottés ,6
RcG,Reconnaissance géotechnique,D00569,Réalisation de sondages à la pelle mécanique ,7
RcG,Reconnaissance géotechnique,D00571,Réalisation des sondages à ciel ouvert jusqu'au bon sol,9
RcG,Reconnaissance géotechnique,D00572,Réalisation des sondages pour la reconnaissance de l'emprise des voiries  (1 à 2m de profondeur),10
RcG,Reconnaissance géotechnique,D00573,Réalisation des sondages manuels en terrain ordinaire,11
RcG,Reconnaissance géotechnique,D00574,Réalisation des sondages manuels en terrain ROCHEUX,12
RcG,Reconnaissance géotechnique,D00575,Réalisation des sondages destructifs (Pressiomètrique),13
RcG,Reconnaissance géotechnique,D00576,"Essais au pressiometre Ménard tous les 1,5 m",14
RcG,Reconnaissance géotechnique,D00577,Equipement de forage avec piézométre au droit des sondages,15
RcG,Reconnaissance géotechnique,D00578,Suivi des variations de la nappe par un pièzométre,16
RcG,Reconnaissance géotechnique,D00579,Essai SPT ,17
RcG,Reconnaissance géotechnique,D00580,Essai de pénétromètre statique,18
RcG,Reconnaissance géotechnique,D00581,Essai de pénétromètre dynamique,19
RcG,Reconnaissance géotechnique,D00582,Essais CPTU,20
RcG,Reconnaissance géotechnique,D00583,Installation des inclinomètres,21
RcG,Reconnaissance géotechnique,D00584,Suivi des inclinomètres,22
RcG,Reconnaissance géotechnique,D00528,Levé précis des coupes lithologiques avec mention de toutes les observations utiles y/c reportage photographique ,23
RcG,Reconnaissance géotechnique,D00067,Mesure de la densité au densitomètre a membranee.,24
RcG,Reconnaissance géotechnique,D00622,Essai type lefranc pour terrain meuble,25
RcG,Reconnaissance géotechnique,D00151,Essai de portance des plates- formes: Module sous chargement statique à la plaque,26
RcG,Reconnaissance géotechnique,D00396,Prélevement et échantillonage intact et/ou remanié pour essais de reconnaissance,27
RcG,Reconnaissance géotechnique,D00585,Prélevement et échantillonage intact et/ou remanié avec conditionnement et parafinage,28
RcG,Reconnaissance géotechnique,D00586,Arret ou blocage de l'atelier de sondage ,29
RcG,Reconnaissance géotechnique,D00587,Remblaiement de fouilles des sondages,30
RcG,Reconnaissance géotechnique,D00588,Remise en état des trous de sondages par un coulis,31
RcG,Reconnaissance géotechnique,D00589,"Mission de cartographie géotechnique, relevé des coupes, échantillonnage et déplacement de géotechnicien",32
RcG,Reconnaissance géotechnique,D00590,"Enquête documentaire collectes des données géologique et géotechnique,visite du site et définition du programme d'investigation géotechnique",33
RcGOA,Reconnaissance géotechnique°,D00115,Amene et repli du matériel et de l'équipe de sondage,1
RcGOA,Reconnaissance géotechnique°,D00527,Intervention d'ingénieur géotechnicien ,1
RcGOA,Reconnaissance géotechnique°,D00067,Mesure de la densité au densitomètre a membranee.,2
RcGOA,Reconnaissance géotechnique°,D00565,Installation par sondage carotté,2
RcGOA,Reconnaissance géotechnique°,D00528,Levé précis des coupes lithologiques avec mention de toutes les observations utiles y/c reportage photographique ,3
RcGOA,Reconnaissance géotechnique°,D00566,Implantation et suivi des travaux de reconnaissance,3
RcGOA,Reconnaissance géotechnique°,D00567,Intervention de Technicien de reconnaissance,4
RcGOA,Reconnaissance géotechnique°,D00568,Réalisation des sondages carottés ,6
RcGOA,Reconnaissance géotechnique°,D00569,Réalisation de sondages à la pelle mécanique ,7
RcGOA,Reconnaissance géotechnique°,D00570,Réalisation des sondages manuels de 1.5 à 2m de profondeur,8
RcGOA,Reconnaissance géotechnique°,D00571,Réalisation des sondages à ciel ouvert jusqu'au bon sol,9
RcGOA,Reconnaissance géotechnique°,D00572,Réalisation des sondages pour la reconnaissance de l'emprise des voiries  (1 à 2m de profondeur),10
RcGOA,Reconnaissance géotechnique°,D00573,Réalisation des sondages manuels en terrain ordinaire,11
RcGOA,Reconnaissance géotechnique°,D00574,Réalisation des sondages manuels en terrain ROCHEUX,12
RcGOA,Reconnaissance géotechnique°,D00575,Réalisation des sondages destructifs (Pressiomètrique),13
RcGOA,Reconnaissance géotechnique°,D00576,"Essais au pressiometre Ménard tous les 1,5 m",14
RcGOA,Reconnaissance géotechnique°,D00577,Equipement de forage avec piézométre au droit des sondages,15
RcGOA,Reconnaissance géotechnique°,D00578,Suivi des variations de la nappe par un pièzométre,16
RcGOA,Reconnaissance géotechnique°,D00579,Essai SPT ,17
RcGOA,Reconnaissance géotechnique°,D00580,Essai de pénétromètre statique,18
RcGOA,Reconnaissance géotechnique°,D00581,Essai de pénétromètre dynamique,19
RcGOA,Reconnaissance géotechnique°,D00582,Essais CPTU,20
RcGOA,Reconnaissance géotechnique°,D00563,Essai DOWN HOLE,20
RcGOA,Reconnaissance géotechnique°,D00583,Installation des inclinomètres,21
RcGOA,Reconnaissance géotechnique°,D00584,Suivi des inclinomètres,22
RcGOA,Reconnaissance géotechnique°,D00559,Mesure de la densité au gamma densitomètre ,23
RcGOA,Reconnaissance géotechnique°,D00151,Essai de portance des plates- formes: Module sous chargement statique à la plaque,24
RcGOA,Reconnaissance géotechnique°,D00593,Journnée d'un opérateur qualifié,26
RcGOA,Reconnaissance géotechnique°,D00585,Prélevement et échantillonage intact et/ou remanié avec conditionnement et parafinage,26
RcGOA,Reconnaissance géotechnique°,D00564,Prélevement et échantillonage intact et/ou remanié pour essais de reconnaissance°,27
RcGOA,Reconnaissance géotechnique°,D00622,Essai type lefranc pour terrain meuble,27
RcGOA,Reconnaissance géotechnique°,D00586,Arret ou blocage de l'atelier de sondage ,29
RcGOA,Reconnaissance géotechnique°,D00587,Remblaiement de fouilles des sondages,30
RcGOA,Reconnaissance géotechnique°,D00588,Remise en état des trous de sondages par un coulis,31
RcGOA,Reconnaissance géotechnique°,D00589,"Mission de cartographie géotechnique, relevé des coupes, échantillonnage et déplacement de géotechnicien",32
RcGOA,Reconnaissance géotechnique°,D00590,"Enquête documentaire collectes des données géologique et géotechnique,visite du site et définition du programme d'investigation géotechnique",33
RcGOA,Reconnaissance géotechnique°,D00625,"Mesure de courant, houle, marée et vent",33
RcGV,Reconnaissance géotechnique^,D00115,Amene et repli du matériel et de l'équipe de sondage,1
RcGV,Reconnaissance géotechnique^,D00565,Installation par sondage carotté,2
RcGV,Reconnaissance géotechnique^,D00566,Implantation et suivi des travaux de reconnaissance,3
RcGV,Reconnaissance géotechnique^,D00567,Intervention de Technicien de reconnaissance,4
RcGV,Reconnaissance géotechnique^,D00527,Intervention d'ingénieur géotechnicien ,5
RcGV,Reconnaissance géotechnique^,D00568,Réalisation des sondages carottés ,6
RcGV,Reconnaissance géotechnique^,D00569,Réalisation de sondages à la pelle mécanique ,7
RcGV,Reconnaissance géotechnique^,D00571,Réalisation des sondages à ciel ouvert jusqu'au bon sol,9
RcGV,Reconnaissance géotechnique^,D00572,Réalisation des sondages pour la reconnaissance de l'emprise des voiries  (1 à 2m de profondeur),10
RcGV,Reconnaissance géotechnique^,D00573,Réalisation des sondages manuels en terrain ordinaire,11
RcGV,Reconnaissance géotechnique^,D00574,Réalisation des sondages manuels en terrain ROCHEUX,12
RcGV,Reconnaissance géotechnique^,D00575,Réalisation des sondages destructifs (Pressiomètrique),13
RcGV,Reconnaissance géotechnique^,D00576,"Essais au pressiometre Ménard tous les 1,5 m",14
RcGV,Reconnaissance géotechnique^,D00577,Equipement de forage avec piézométre au droit des sondages,15
RcGV,Reconnaissance géotechnique^,D00578,Suivi des variations de la nappe par un pièzométre,16
RcGV,Reconnaissance géotechnique^,D00579,Essai SPT ,17
RcGV,Reconnaissance géotechnique^,D00580,Essai de pénétromètre statique,18
RcGV,Reconnaissance géotechnique^,D00581,Essai de pénétromètre dynamique,19
RcGV,Reconnaissance géotechnique^,D00582,Essais CPTU,20
RcGV,Reconnaissance géotechnique^,D00583,Installation des inclinomètres,21
RcGV,Reconnaissance géotechnique^,D00584,Suivi des inclinomètres,22
RcGV,Reconnaissance géotechnique^,D00528,Levé précis des coupes lithologiques avec mention de toutes les observations utiles y/c reportage photographique ,23
RcGV,Reconnaissance géotechnique^,D00067,Mesure de la densité au densitomètre a membranee.,24
RcGV,Reconnaissance géotechnique^,D00622,Essai type lefranc pour terrain meuble,25
RcGV,Reconnaissance géotechnique^,D00151,Essai de portance des plates- formes: Module sous chargement statique à la plaque,26
RcGV,Reconnaissance géotechnique^,D00559,Mesure de la densité au gamma densitomètre ,27
RcGV,Reconnaissance géotechnique^,D00620,Essai au sciscomètre in-situ ,28
RcGV,Reconnaissance géotechnique^,D00593,Journnée d'un opérateur qualifié,29
RcGV,Reconnaissance géotechnique^,D00625,"Mesure de courant, houle, marée et vent",30
RcGV,Reconnaissance géotechnique^,D00396,Prélevement et échantillonage intact et/ou remanié pour essais de reconnaissance,31
RcGV,Reconnaissance géotechnique^,D00585,Prélevement et échantillonage intact et/ou remanié avec conditionnement et parafinage,32
RcGV,Reconnaissance géotechnique^,D00586,Arret ou blocage de l'atelier de sondage ,33
RcGV,Reconnaissance géotechnique^,D00587,Remblaiement de fouilles des sondages,34
RcGV,Reconnaissance géotechnique^,D00588,Remise en état des trous de sondages par un coulis,35
RcGV,Reconnaissance géotechnique^,D00589,"Mission de cartographie géotechnique, relevé des coupes, échantillonnage et déplacement de géotechnicien",36
RcGV,Reconnaissance géotechnique^,D00590,"Enquête documentaire collectes des données géologique et géotechnique,visite du site et définition du programme d'investigation géotechnique",37
RcGéop,Reconnaissance géophysique,D00115,Amene et repli du matériel et de l'équipe de sondage,1
RcGéop,Reconnaissance géophysique,D00642,Reconnaissance géologique régionale et locale et élaboration d'une synthése géologique,1
RcGéop,Reconnaissance géophysique,D00643,Reconnaissance hydrogéologique régionale et locale et élaboration d'une synthése hydrogéologique y compris l'établissement d'une carte piezométrique:une carte des écoulements souterrains et des coupes hydrogéologiques,2
RcGéop,Reconnaissance géophysique,D00644,Reconnaissance Géophysique par tomographie electrique ,3
RcGéop,Reconnaissance géophysique,D00634,Mesure de la résistivité électrique du sol par la methode de Shlumberger,4
RcGéop,Reconnaissance géophysique,D00649,Journée d'ingénieur géophysicien en mission,5
RcGéop,Reconnaissance géophysique,D00637,Evaluation de la résistivité thermique du sol ,5
RcGéop,Reconnaissance géophysique,D00646,Essai sismique de réfraction et/ou tomographie ,6
RcGéop,Reconnaissance géophysique,D00650,Analyse physico-chimique de l'eau de puit,7
RcGéop,Reconnaissance géophysique,D00647,Investigation géophysique par la micro gravimétrie sur l'ensemble de la parcelle  y/comris le calcul théorique des volumes des cavités.,8
RcGéop,Reconnaissance géophysique,D00648,Investigation géophysique par profils tomographiques électriques sur l'ensemble de la parcelle  y/compris le calcul théorique des volumes des cavités,9
RcGéop,Reconnaissance géophysique,D00567,Intervention de Technicien de reconnaissance,10
RcGéop,Reconnaissance géophysique,D00645,Collecte des données géologiques et géophysiques du site,14
Rev,Essais sur revetement de sol,D00283,Prélevement revetement de sol,1
Rev,Essais sur revetement de sol,D00284,Porosité du revetement sol,2
Rev,Essais sur revetement de sol,D00726,Mesure des caractéristiques dimensiionnelle,3
Rev,Essais sur revetement de sol,D00286,Essai de résistance à la flexion,4
Rev,Essais sur revetement de sol,D00287,Rapport d'essai revetement de sol,5
Rp def,Elaboration du rapport de synthèse définitif,D00502,Rapport de synthèse définitif,1
Rp mens,Elaboration du rapport de synthèse mensuel,D00503,Rapport de synthèse mensuel,1
RpB,Elaboration du rapport d'étude,D00681,"Etablissement du rapport de la géologie locale et régionale et les contraintes spécifiques du site (Risque d'instabilité, présence de karst, phénomène de gonflement et d’effondrement…) en trois exemplaires",1
RpB,Elaboration du rapport d'étude,D00695,Analyse et interprétation des résultats des essais au laboratoire,2
RpB,Elaboration du rapport d'étude,D00667,Calcul des tassements prévisibles,3
RpB,Elaboration du rapport d'étude,D00682,Mode de fondation adéquat.,4
RpB,Elaboration du rapport d'étude,D00687,Niveau de la nappe et précautions de protection des ouvrages vis-à-vis de l’eau,5
RpB,Elaboration du rapport d'étude,D00690,Evaluation du degré d'agressivité des sols et les eaux souterraines (évaluation des risques),6
RpB,Elaboration du rapport d'étude,D00671,Détermination des paramètres sismiques du site selon les exigences du RPS 2011 et évaluation du risque de liquéfaction des sols,7
RpB,Elaboration du rapport d'étude,D00683,Mode de terrassement et mesures constructives vis à vis de la nappe,8
RpB,Elaboration du rapport d'étude,D00684,Etude de choix des matériaux de remblai et condition de réutilisation des déblais selon GMTR,9
RpB,Elaboration du rapport d'étude,D00686,Solutions de confortement et de renforcement des sols en cas de besoin,10
RpB,Elaboration du rapport d'étude,D00685,Analyse de la stabilité des ouvrages de soutènement,11
RpB,Elaboration du rapport d'étude,D00670,Stabilité des fouilles et dispositions constructives,12
RpB,Elaboration du rapport d'étude,D00688,Calcul de la portance du sol d’assise,13
RpB,Elaboration du rapport d'étude,D00689,Mode de réalisation de la couche d'assise des dallages ainsi que les hypothéses de calcul à prendre en compte pour le dimensionment,14
RpB,Elaboration du rapport d'étude,D00680,"Cette mission consiste en la définition des hypothèses géotechniques et les principes des ouvrages géotechniques (Terrassements, soutènements, fondations, assises de dallage,...)",15
RpB,Elaboration du rapport d'étude,D00691,Elaboration du dossier géotechnique,16
RpB,Elaboration du rapport d'étude,D00692,Elaboration des maquettes,17
RpB,Elaboration du rapport d'étude,D00693,Etablissement et rédaction des notices,18
RpB,Elaboration du rapport d'étude,D00694,Etablissement du rapport d'étude géotechnique en 03 exemplaires,19
RpExpB,Elaboration du rapport d'éxpertise ,D00618,Traitement des données recueillies sur site et dépouillement des résultats d'éssais,1
RpExpB,Elaboration du rapport d'éxpertise ,D00674,Avis sur l’état de stabilité des structures existantes,2
RpExpB,Elaboration du rapport d'éxpertise ,D00072,Avis sur la durabilité des matériaux de construction,3
RpExpB,Elaboration du rapport d'éxpertise ,D00668,Evaluation de la logique des mouvements,4
RpExpB,Elaboration du rapport d'éxpertise ,D00669,Origine des désordres,5
RpExpB,Elaboration du rapport d'éxpertise ,D00670,Stabilité des fouilles et dispositions constructives,6
RpExpB,Elaboration du rapport d'éxpertise ,D00671,Détermination des paramètres sismiques du site selon les exigences du RPS 2011 et évaluation du risque de liquéfaction des sols,7
RpExpB,Elaboration du rapport d'éxpertise ,D00672,Analyse de l’impact du séisme sur la stabilité de la structure et définition ,8
RpExpB,Elaboration du rapport d'éxpertise ,D00673,Etablissement du rapport d’expertise et les recommandations qui s’imposent en trois exemplaires,9
RpExpB,Elaboration du rapport d'éxpertise ,D00599,Validation des plans,10
RpExpB,Elaboration du rapport d'éxpertise ,D00653,"Analyse des données hydrogéologique, géophysique et géologiques de la zone",11
RpExpB,Elaboration du rapport d'éxpertise ,D00654,Analyse géomorphologique et géologique,12
RpExpB,Elaboration du rapport d'éxpertise ,D00597,Analyse technique des offres et participation à l'adjudication de l'entreprise,13
RpExpB,Elaboration du rapport d'éxpertise ,D00605,Préparation d'un dossier de consultation des entreprises DCE,14
RpExpV,Elaboration du rapport d'éxpertise^,D00653,"Analyse des données hydrogéologique, géophysique et géologiques de la zone",1
RpExpV,Elaboration du rapport d'éxpertise^,D00654,Analyse géomorphologique et géologique,2
RpExpV,Elaboration du rapport d'éxpertise^,D00674,Avis sur l’état de stabilité des structures existantes,3
RpExpV,Elaboration du rapport d'éxpertise^,D00668,Evaluation de la logique des mouvements,4
RpExpV,Elaboration du rapport d'éxpertise^,D00669,Origine des désordres,5
RpExpV,Elaboration du rapport d'éxpertise^,D00670,Stabilité des fouilles et dispositions constructives,6
RpExpV,Elaboration du rapport d'éxpertise^,D00675,Calcul et étude de dimensionnement géotechnique des voiries,7
RpExpV,Elaboration du rapport d'éxpertise^,D00676,Classification géotechnique des matériaux de base,8
RpExpV,Elaboration du rapport d'éxpertise^,D00618,Traitement des données recueillies sur site et dépouillement des résultats d'éssais,9
RpExpV,Elaboration du rapport d'éxpertise^,D00673,Etablissement du rapport d’expertise et les recommandations qui s’imposent en trois exemplaires,10
RpExpV,Elaboration du rapport d'éxpertise^,D00677,Définition des disposition à prendre en matière de drainage ,11
RpExpV,Elaboration du rapport d'éxpertise^,D00678,Détermination des caractéristiques et fiches des matériaux à utiliser dans le corps de la chaussée selon GMTR,12
RpExpV,Elaboration du rapport d'éxpertise^,D00679,Solutions de refection,13
RpGéop,Etablissement du rapport d'étude Géophysique,D00651,Analyse et interprétation des données,1
RpGéop,Etablissement du rapport d'étude Géophysique,D00652,Aquisitions des données géoélectriques de type tomographie électriques combinés par des sondages de résistivités de type SEV,2
RpGéop,Etablissement du rapport d'étude Géophysique,D00653,"Analyse des données hydrogéologique, géophysique et géologiques de la zone",3
RpGéop,Etablissement du rapport d'étude Géophysique,D00654,Analyse géomorphologique et géologique,4
RpGéop,Etablissement du rapport d'étude Géophysique,D00655,Analyses et études des données disponibles,5
RpGéop,Etablissement du rapport d'étude Géophysique,D00656,Cartes de répartitions spatiale des vides souterraines,6
RpGéop,Etablissement du rapport d'étude Géophysique,D00657,Cartes de résistivités,7
RpGéop,Etablissement du rapport d'étude Géophysique,D00658,Cartes des anomalies géophysiques,8
RpGéop,Etablissement du rapport d'étude Géophysique,D00659,Compilation de l'information,9
RpGéop,Etablissement du rapport d'étude Géophysique,D00660,Coupes Géoélectriques,10
RpGéop,Etablissement du rapport d'étude Géophysique,D00661,Execution des profils logitudinales ,11
RpGéop,Etablissement du rapport d'étude Géophysique,D00662,Interprétation des données hydrogéologique et géophysique,12
RpGéop,Etablissement du rapport d'étude Géophysique,D00663,Interprétation des images satellites et des photos,13
RpGéop,Etablissement du rapport d'étude Géophysique,D00664,Etablissement du rapport d'étude géophysique en 03 exemplaires,14
RpOA,Elaboration du rapport d'étude°,D00680,"Cette mission consiste en la définition des hypothèses géotechniques et les principes des ouvrages géotechniques (Terrassements, soutènements, fondations, assises de dallage,...)",1
RpOA,Elaboration du rapport d'étude°,D00681,"Etablissement du rapport de la géologie locale et régionale et les contraintes spécifiques du site (Risque d'instabilité, présence de karst, phénomène de gonflement et d’effondrement…) en trois exemplaires",2
RpOA,Elaboration du rapport d'étude°,D00682,Mode de fondation adéquat.,3
RpOA,Elaboration du rapport d'étude°,D00683,Mode de terrassement et mesures constructives vis à vis de la nappe,4
RpOA,Elaboration du rapport d'étude°,D00667,Calcul des tassements prévisibles,5
RpOA,Elaboration du rapport d'étude°,D00684,Etude de choix des matériaux de remblai et condition de réutilisation des déblais selon GMTR,6
